title,publish_date,authors,url,keywords,summary,word_count,category,category_confidence,category_alt,category_alt_confidence,,category_clean
MTA Live Subway Map,,[],"https://map.mta.info/#@40.7206685,-73.9579626,14.02z","['map', 'live', 'mta', 'subway']",,0,,,,,,
The S.O.L.I.D Principles in Pictures,2020-11-13 05:41:25.344000+00:00,['Ugonna Thelma'],https://medium.com/backticks-tildes/the-s-o-l-i-d-principles-in-pictures-b34ce2f1e898,"['article', 'used', 'principles', 'using', 'violating', 'note', 'single', 'software', 'responsibility', 'solid', 'pictures']","If you are familiar with Object-Oriented Programming, then you’ve probably heard about the SOLID principles.
These five software development principles are guidelines to follow when building software so that it is easier to scale and maintain.
There are so many great articles online about SOLID but I rarely see any examples with pictures.
So the main aim of this article is to get a better understanding of these principles using illustrations and emphasizing the goal for each principle.
The SOLID PrinciplesS — Single Responsibility",277,/Computers & Electronics/Programming,0.860000014,/Science/Computer Science,0.839999974,,Computers & Electronics
Andrew Lovett-Barron » Decay,,['Daniel Robinson'],https://web.archive.org/web/20180731035551/http://andrewlb.com/category/decay/,"['design', 'things', 'gallery', 'students', 'classes', 'popup', 'digital', 'class', 'andrew', 'dschool', 'lovettbarron', 'decay']","Repost from E-180 Magazine – The Decay of Digital Things visits the d.schoolThe Decay of Digital Things started life as a series of essays exploring the role that time and decay play in networked objects.
It was a plea for designers and developers of digital things to take responsibility for the role their creations have in time.
Popup classes are presented to the student body during the “Popup Fair,” which sees the different popup classes vying for student attention and signup.
The quality of the pitch and the survival of the classes dependent on how many students you can pull in.
Popup classes are a fascinating and accessible form of low-risk experimentation for schools.",1069,/Arts & Entertainment,0.74000001,,,,Arts & Entertainment
Google Interview Questions Deconstructed: The Knight’s Dialer,2018-10-08 04:05:00+00:00,[],https://alexgolec.dev/google-interview-questions-deconstructed-the-knights-dialer/,"['cache', 'function', 'return', 'num_hops', 'interview', 'problem', 'hops', 'calls', 'knights', 'number', 'questions', 'solution', 'google', 'recursive', 'deconstructed', 'dialer']","To find the next one, let’s map out the function calls this function makes.
The crucial insight here is that these function calls repeat, each time returning the same value.
Here’s an implementation:def count_sequences(start_position, num_hops): cache = {} def helper(position, num_hops): if (position, num_hops) in cache: return cache[ (position, num_hops) ] if num_hops == 0: return 1 else: num_sequences = 0 for neighbor in neighbors(position): num_sequences += helper(neighbor, num_hops - 1) cache[ (position, num_hops) ] = num_sequences return num_sequences res = helper(start_position, num_hops) return resAlright, what’s the runtime complexity (Big-O) now?
In this problem the recurrence relation and the repetition of function calls become much more obvious when you hand-solve a problem.
In this problem the recurrence relation and the repetition of function calls become much more obvious when you hand-solve a problem.",3947,/Computers & Electronics/Programming,0.970000029,/Science/Computer Science,0.970000029,,Computers & Electronics
The Cheating Scandal That Ripped the Poker World Apart,,"['Brendan I. Koerner', 'Brendan I. Koerne', 'Maria Konnikova']",https://www.wired.com/story/stones-poker-cheating-scandal/,"['apart', 'stones', 'legal', 'brill', 'scandal', 'cheating', 'postle', 'hed', 'wrote', 'ripped', 'world', 'im', 'poker', 'case', 'verstandig', 'evidence']","The Nevada court dismissed that case on August 14, citing its lack of jurisdiction in California.)
Postle did not seem to be in a jubilant mood when he reached me by text after his June legal victory.
After talking in circles for a while, Postle said he'd check with a lawyer and get back to me.
Brill fears that Postle plans to file a libel suit against her, which she assumes would take her years and her life savings to defend.
“The game has gotten harder, I haven't been studying as much, and I'm very frustrated because I'm super-competitive,” she says.",691,,,,,,
Epsilon Positioned at the Center of Publicis Groupe Growth Strategy,2020-10-26 13:44:07+05:30,['Mts Staff Writer'],https://martechseries.com/sales-marketing/customer-experience-management/epsilon-positioned-center-publicis-groupe-growth-strategy/,"['marketing', 'groupe', 'growth', 'data', 'epsilon', 'strategy', 'peoplecloud', 'media', 'publicis', 'clients', 'platform', 'solution', 'positioned', 'center']","In just over a year since its acquisition by Publicis Groupe, Epsilon is transforming the way brands reach and engage consumers through its product suite Epsilon PeopleCloud, the marketing platform for personalizing consumer journeys with performance transparency.
The newly-formed product suite, Epsilon PeopleCloud, is currently delivering data-driven outcomes for both Epsilon and Groupe’s historical clients.
Major milestones over the past year include:Active partnership with Publicis Media on new business momentum, contributing to the leadership position of Publicis Groupe in new business for 2019 with significant wins like Novartis, Disney, and more recently Kraft Heinz.
Integration with Publicis Sapient’s Digital Business Transformation strategy, strengthening its direct-to-consumer (DTC), digital acquisition, customer data platform (CDP), and Risk and Credit Migration offerings.
Through Epsilon PeopleCloud, we have the proven data and technology platforms to build, enrich, and connect our clients’ data assets.",789,/Business & Industrial/Business Services,0.970000029,,,,Business & Industrial
Full Page Reload,,[],https://spectrum.ieee.org/the-human-os/biomedical/bionics/progress-toward-a-brain-implant-for-the-blind,"['page', 'reload']",,0,/Jobs & Education/Education,0.550000012,,,,Jobs & Education
China experiencing a drone ‘revolution’ in agriculture,2020-10-26 15:16:53+00:00,[],https://asiatimes.com/2020/10/china-experiencing-a-drone-revolution-in-agriculture/,"['agricultural', 'agriculture', 'drone', 'experiencing', 'farmers', 'china', 'revolution', 'xag', 'used', 'pesticides', 'xiangxiang', 'li', 'drones']","As the Covid-19 epidemic wanes across China, farmers are encouraged by local governments to expand their planting areas and increase their production input.
Moreover, an intense competition in the agricultural drone market is making the drone prices plummet, CGTN.com reported.
“A drone is 50 to 80 times faster than the traditional way of spraying pesticides,” said Luo Xiantian, an agricultural drone operator.
Two big drone making companies in China, including DJI and XAG, take up some 80% of the Chinese market shares.
Further, both companies have extensive networks abroad, with DJI focused on making camera drones and XAG on agricultural drones.",916,/News,0.569999993,/Business & Industrial/Transportation & Logistics,0.550000012,,News
Single-tasking: A neuroscientist's guide to doing one thing at a time,2020-10-27 14:30:37+00:00,"['Jory Mackay', 'Jory Mackay Is A Writer', 'Content Marketer', 'Editor Of The Rescuetime Blog.']",https://blog.rescuetime.com/single-tasking/,"['guide', 'start', 'try', 'multitasking', 'doing', 'focused', 'neuroscientists', 'work', 'tasks', 'singletasking', 'thing', 'youre']","All this despite the fact I’m trying to practice ‘single-tasking’—aka doing one thing at a time.
Or at least think you’re doing it all.
Single-tasking lowers your stress levelsThe simple fact that multitasking takes more energy than single-tasking has compounding effects.
In order to start single-tasking, you need to put your phone away in a bag or another room.
As Gazzaley writes, you can start with as little as 5 minutes of distraction-free and single-tasking focused time a day.",1596,,,,,,
"NASA Discovers a Rare Metal Asteroid That’s Worth $10,000,000,000,000,000,000",2020-10-27 16:34:59+00:00,"['Sissi Cao', 'Sissi Cao Is A Business Reporter For Observer. Previously', 'She Covered Institutional Finance For Trusted Insight. She Is A Graduate The University Of Maryland', 'Is Originally Shanghai', 'China. Follow Her On Twitter', 'Https', 'Observer.Com Wp-Content Uploads Sites Sissi-Profile.Jpg Quality W Strip']",https://observer.com/2020/10/nasa-discover-asteroid-pysche-metal-10-quadrillion/,"['worth', 'earth', 'rare', 'iron', 'metal', 'discovers', 'psyche', 'thats', '10000000000000000000', 'nasa', 'space', 'solar', 'telescope', 'asteroid', 'mission']","NASA’s Hubble Space Telescope has discovered a rare, heavy and immensely valuable asteroid called “16 Psyche” in the Solar System’s main asteroid belt between Mars and Jupiter.
Asteroid Psyche is located at roughly 230 million miles (370 million kilometers) from Earth and measures 140 miles (226 kilometers) across, about the size of West Virginia.
Given the asteroid’s size, its metal content could be worth $10,000 quadrillion ($10,000,000,000,000,000,000), or about 10,000 times the global economy as of 2019.
Psyche is the target of the NASA Discovery Mission Psyche, expected to launch in 2022 atop a SpaceX Falcon Heavy rocket.
Further facts about the asteroid, including its exact metal content, will hopefully be uncovered when an orbiting probe arrives in early 2026.",462,/Science/Engineering & Technology,0.970000029,/Business & Industrial/Aerospace & Defense/Space Technology,0.899999976,,Science
"Now That More Americans Can Work From Anywhere, Many Are Planning To Move Away",10/30/20 0:00,['Adedayo Akala'],https://www.npr.org/sections/coronavirus-live-updates/2020/10/30/929667563/now-that-more-americans-can-work-anywhere-many-are-planning-to-move-away?utm_source=pocket&utm_medium=email&utm_campaign=pockethits,"['relocate', 'planning', 'americans', 'family', 'moving', 'survey', 'remote', 'work', 'conducted', 'away', 'live']","Now That More Americans Can Work From Anywhere, Many Are Planning To Move AwayEnlarge this image toggle caption Ken Wramton/Getty Images Ken Wramton/Getty ImagesAs coronavirus cases continue to spike and working from home seems permanent, many Americans are planning to set off to live in new places.
The survey was conducted Oct. 1 to 15 among 20,490 Americans 18 and over,The large migration is motivated by people no longer confined to the city where their job is located.
The company even hired a director of remote work in September to ease the transition.
""This is an early indicator of the much larger impacts that remote work could have in increasing economic efficiency and spreading opportunity.""
Because many expect remote work to continue long term, more than half aim to relocate over two hours away or even farther from their current home.",440,/Business & Industrial,0.74000001,/Arts & Entertainment/Music & Audio,0.629999995,,Business & Industrial
"NASA calls Voyager 2, and the spacecraft answers from interstellar space",,['Eric Berger'],https://arstechnica.com/science/2020/11/nasa-calls-voyager-2-and-the-spacecraft-answers-from-interstellar-space/,"['signals', 'earth', 'interstellar', 'calls', 'answers', 'nasa', 'flying', 'space', 'voyager', 'solar', 'nasas', 'system', 'spacecraft']","The Voyager 2 spacecraft has been gone from Earth for more than 43 years, and it now lies 125 astronomical units from our planet.
This trajectory carried it along a southward path relative to the plane of the Solar System, and it has kept on booking it south.
Typically, this geographical spread allows for all of NASA's spacecraft still active to have the capability to communicate with at least one of these facilities at all times.
Voyager 2 replied that it had, indeed, received the signals and executed NASA's commands, the space agency says.
That's good for NASA and science in general, as Voyager 2 (along with Voyager 1) is now venturing beyond the Solar System, into interstellar space.",395,/Business & Industrial/Aerospace & Defense/Space Technology,0.980000019,/Science/Engineering & Technology,0.970000029,,Business & Industrial
Watch: Klein Vision’s Flying Car Prototype Takes to the Skies After Driving the Road,2020-11-02 21:00:00+00:00,"['Bryan Hood', ""Bryan Hood'S Most Recent Stories"", 'Robb Recommends', 'The Skills', 'Lets You Take Online Sports Classes Michael Phelps', 'Larry Fitzgerald', 'This Snow-Ready Electric Bike Will Let You Cruise The Powder At Up To Mph', 'The Best Bedside Lamp Sets To Get Your Bedroom Lighting Just Right']",https://robbreport.com/motors/aviation/klein-visions-aircar-prototype-first-flight-1234578689/,"['aircar', 'looks', 'wings', 'drive', 'prototype', 'road', 'klein', 'takes', 'flying', 'car', 'watch', 'skies', 'visions', 'company', 'driving']","Late last week, the Slovakian startup shared a video of the AirCar prototype successfully completing its maiden flight.
At the beginning of Klein Vision’s video, the futuristic-looking AirCar can be seen driving onto the tarmac at Piestany airport.
The rear section of the car then slides back as two wings pop out of the car and begin to unfold.
Once the wings are fully expanded, the prototype speeds off down the runway and takes off into the sky.
While those numbers are pretty impressive, the company seems especially proud of the fact that its flying car can actually drive.",448,/Autos & Vehicles,0.649999976,,,,Autos & Vehicles
The Grand Unified Theory of Software Architecture,9/5/20 0:00,['Dan Gheorghe Haiduc'],https://danuker.go.ro/the-grand-unified-theory-of-software-architecture.html,"['word', 'definition', 'data', 'unified', 'io', 'pure', 'architecture', 'functional', 'theory', 'q', 'url', 'code', 'grand', 'software', 'system']","import requests # Listing 1 from urllib import urlencode def find_definition ( word ): q = 'define ' + word url = 'http://api.duckduckgo.com/?'
url += urlencode ({ 'q' : q , 'format' : 'json' }) response = requests .
get ( url ) # I/O data = response .
url += urlencode ({ 'q' : q , 'format' : 'json' }) data = call_json_api ( url ) definition = data [ u 'Definition' ] if definition == u '' : raise ValueError ( 'that is not a word' ) return definition def call_json_api ( url ): response = requests .
get ( url ) # I/O data = response .",1396,/Computers & Electronics/Programming,0.819999993,/Science/Computer Science,0.800000012,,Computers & Electronics
,,,slides.rst](https://rhodesmill.org/brandon/slides/2014-07-pyohio/clean-architecture/),,,,,,,,,
Clean Coder Blog,11/22/11 0:00,[],https://blog.cleancoder.com/uncle-bob/2011/11/22/Clean-Architecture.html,"['dont', 'ui', 'rules', 'data', 'business', 'coder', 'rails', 'architecture', 'good', 'blog', 'code', 'clean', 'system']","You separate the UI from the business rules by passing simple data structures between the two.
A good architecture allows you to defer critical decisions, it doesn’t force you to defer them.
Keeping the business rules separate and decoupled from the ActiveRecord derivatives does not violate any Rails conventions.
You start at the interface and work your way in to the business rules.
However, there’s nothing wrong with working on the annoying little details first, so long as you decouple your business rules from them.",1416,/Science/Computer Science,0.860000014,/Computers & Electronics/Programming,0.850000024,,Science
The Great Bookshelf Debate of 2018: Spine In or Out,,[],https://pin.it/4dYLPUr,"['great', 'bookshelf', '2018', 'spine', 'debate']",,0,,,,,,
The Bill Gates book review: Have you hugged a concrete pillar today?,,['Bill Gates'],https://qz.com/220220/the-bill-gates-book-review-have-you-hugged-a-concrete-pillar-today/,"['cement', 'need', 'hugged', 'modern', 'smil', 'materials', 'gates', 'book', 'think', 'bill', 'world', 'concrete', 'pillar', 'today', 'paper', 'review', 'steel']","I got to thinking about all this after reading Making the Modern World: Materials and Dematerialization, by my favorite author, the historian Vaclav Smil.
And they will need more materials: steel to make cars and refrigerators; concrete for roads and runways; copper wiring for telecommunications.
Smil says at the start of Making the Modern World that he won’t spend much time on those topics (which means climate change doesn’t come up much).
Can we make enough steel for all those cars and enough concrete for all those roads?
Read this next: Meet Vaclav Smil, the Canadian polymath whose books Bill Gates is racing to read",1362,/People & Society,0.670000017,,,,People & Society
Stuff: When Less Is More,2015-03-01 05:00:00+00:00,[],https://hbr.org/2015/03/vision-statement-stuff-when-less-is-more,"['global', 'materials', 'used', 'smil', 'dematerialization', 'total', 'supply', 'stuff', 'metric', 'times', 'material']","In Making the Modern World: Materials and Dematerialization, a deeply researched statistical profile of global material use, author Vaclav Smil lays out just how much stuff we need to live modern lives.
In the U.S., the amount of resources extracted per dollar of GDP has decreased by nearly 75% over the past 90 years.
Energy intensity, the portion of the total energy supply required to produce a material, has also dropped markedly.
These blocks represent one year’s worth of global materials extraction in 1900 and in 2010.
He calls on human ingenuity and adaptability to address this “obviously unsustainable practice.”in metric megatonsdensity = 0.85/ft³in metric megatonsdensity = 0.85/ft³",353,/Business & Industrial,0.569999993,,,,Business & Industrial
,,,https://www.wsj.com/articles/SB10001424127887323665504579030850715796422,,,,/Business & Industrial,0.829999983,/News/Business News,0.680000007,,Business & Industrial
Russian Food with an Asterisk: Why It’s Difficult to Talk About Soviet Food.,2018-01-11 12:00:19+00:00,['Rachel Sugar Is A Writer In New York.'],https://www.tastecooking.com/its-difficult-to-talk-about-soviet-food/,"['beets', 'food', 'russian', 'von', 'herring', 'soviet', 'talk', 'difficult', 'pot', 'asterisk', 'borsch', 'bremzen', 'add']","If all food is political, then Soviet food was even more so.
But, von Bremzen points out, plenty of the recipes were accessible, or at least accessible with adaptations and subtractions and replacements, depending on what was available.
When von Bremzen was shopping her first cookbook, the 1990 Please to the Table, publishers were skeptical.
Nobody says, ‘Oh, I’m in the mood to eat something Soviet.’”And then there is the issue of classification: To talk about “Soviet food” experiencing some kind of baby revival in the West is not quite right.
“When you say Soviet food—well, there’s Russian food, and there’s Georgian food, and there’s the food of Azerbaijan.",3785,/Food & Drink/Cooking & Recipes,0.920000017,,,,Food & Drink
Stuff: When Less Is More,2015-03-01 05:00:00+00:00,[],https://hbr.org/2015/03/vision-statement-stuff-when-less-is-more,"['global', 'materials', 'used', 'smil', 'dematerialization', 'total', 'supply', 'stuff', 'metric', 'times', 'material']","In Making the Modern World: Materials and Dematerialization, a deeply researched statistical profile of global material use, author Vaclav Smil lays out just how much stuff we need to live modern lives.
In the U.S., the amount of resources extracted per dollar of GDP has decreased by nearly 75% over the past 90 years.
Energy intensity, the portion of the total energy supply required to produce a material, has also dropped markedly.
These blocks represent one year’s worth of global materials extraction in 1900 and in 2010.
He calls on human ingenuity and adaptability to address this “obviously unsustainable practice.”in metric megatonsdensity = 0.85/ft³in metric megatonsdensity = 0.85/ft³",353,/Business & Industrial,0.569999993,,,,Business & Industrial
The Next Decade Could Be Even Worse,11/12/20 7:00,['Graeme Wood'],https://www.theatlantic.com/magazine/archive/2020/12/can-history-predict-future/616993/,"['decade', 'human', 'turchin', 'historians', 'way', 'historical', 'told', 'war', 'worse', 'history', 'societies', 'elite']","To Turchin, they indicate that his models, which incorporate thousands of years of data about human history, are working.
“Just the last 10,000 years.”) He has been warning for a decade that a few key social and political trends portend an “age of discord,” civil unrest and carnage worse than most Americans have experienced.
In those 10,000 years’ worth of data, Turchin believes he has found iron laws that dictate the fates of human societies.
“Back before people knew what temperature was, the best thing you could do is to say you’re hot or cold,” Turchin told me.
The genre’s most famous book, Guns, Germs, and Steel (1997), beheld 13,000 years of human history in a single volume.",4748,,,,,,
40 Gorgeous QR Code Artworks That Rock,2012-06-06 13:01:27+00:00,"['Alvaris Falcon', 'Nancy Young', 'Anna Monus', 'Hongkiat Lim', 'Karrar Haider', 'Kenneth Uehara']",https://www.hongkiat.com/blog/qr-code-artworks/,"['design', 'gorgeous', 'codes', 'qrious', '40', 'look', 'artworks', 'qr', 'art', 'really', 'worksource', 'rock', 'code', 'actually']","The QR Code (Quick Response Code) is as new kind of the barcode that carries information that can be scanned by a QR code reader.
Today, just about anyone can bring their boring QR code design up a notch.
Most of the QR codes can actually work, but not every photography app or QR scanner application can detect them.
Source: Ads of the WorldJESS3Just as how it introduces itself, JESS3′ QR code art is all about creativity.
Awesome improvements that spice up the QR code’s look, who says only black and white can get all the fun!",1053,,,,,,
QR Codes Embedded in Paintings,,"['Daniel Donahoo', 'Daniel Donaho']",https://www.wired.com/2011/11/qr-codes-embedded-in-paintings/,"['codes', 'way', 'using', 'portal', 'qr', 'art', 'tony', 'digital', 'work', 'embedded', 'paintings', 'worlds', 'physical']","He is taking the stories he puts in his urban and skyline landscapes into the digital realm by embedding QR codes into his artwork.
Right now my AMP's are using QR code technology but they could easily be replaced with something like NFC or whatever tech is dominant in the near future.
I'm increasingly becoming fascinated with QR codes; they seem to be a very simple tool that we are not using to their full potential.
If you want a copy of this type of work, Tony currently has a Kickstarter project that is seeking funding.
So, why not support the Ambient Media Portal and pick up a great QR embedded print along the way.",307,/Arts & Entertainment/Visual Art & Design,0.910000026,,,,Arts & Entertainment
Ambient Media Portal (AMP) Interactive Posters,,[],https://www.kickstarter.com/projects/tonytaj/ambient-media-portal-amp,"['interactive', 'varnish', 'ambient', 'limited', 'x', 'receive', 'realistic', 'signed', 'portal', 'posters', 'media', 'amp', 'spot', 'run', 'special']","Pledges at this level will receive a special 30"" x 40"" limited edition print of one of the three paintings of your choice.
This will feature a special spot high-gloss varnish overlay that gives the poster a more realistic feel.
The number of posters in this run will be limited to the amount of backers, so these will be very exclusive posters indeed.
Each will be numbered and hand signed by the artist.",75,,,,,,
Getting Creative with QR Codes,,[],http://www.stillcreekpress.com/getting-creative-with-qr-codes/,"['design', 'test', 'codes', 'try', 'qr', 'image', 'post', 'creative', 'getting', 'code', 'logo', 'generator']","March 21, 2011So far we’ve touched on the basics of QR codes and how they can be used in print.
The following is all about pushing the creative boundries of QR codes and making scannable QR code art!
It’s a great way to tie your QR code to the look and feel of your marketing materials (i.e.
So let’s get started …1) Get a QR code generator and readerWe suggest Kerem Erkan’s QR code generator, and be sure to check our previous post on awesome QR code readers.
2) Download and import your QR codeOnce you’ve generated your QR code, download the image and import it into an image editing software.",474,/Business & Industrial/Printing & Publishing,0.620000005,/Computers & Electronics/Software/Multimedia Software,0.560000002,,Business & Industrial
Life & Death of QR Codes in Museums — Cuseum,,['Brendan Ciecko'],https://cuseum.com/blog/life-death-of-qr-codes-in-museums,"['cuseum', 'life', 'codes', 'object', 'visitors', 'qr', 'museums', 'questions', 'museum', 'write', 'death', 'work', 'code', 'related']","As the digital landscape in the museum space continues to evolve, we’re faced with the ongoing question of how to better serve the visitor.
At Cuseum, we’re talking to dozens of museums and visitors each week.
We’re often hearing stories about how QR codes didn’t work and often answering questions related to them.
To help answer many of QR code related questions, and explore the conversations of the past few years, we were inspired to write one big post to provide a thorough resource and (hopefully) settle this debate for good - so, here we go!
QR Codes in MuseumsEarly museum experimentation with QR codes served to improve visitor’s ability to quickly and easily pull up extended information about a physical object by scanning a QR code with their own smartphone.",164,/Reference/Libraries & Museums,0.920000017,/Travel/Tourist Destinations,0.529999971,,Reference
"Beacons, QR Codes And 3-D Printing: Enter The Museum Of The 21st Century",9/14/15 0:00,['Andrea Shea'],https://www.wbur.org/artery/2015/09/14/museums-digital-technology,"['3d', '21st', 'ha', 'codes', 'beacons', 'enter', 'undeen', 'director', 'qr', 'art', 'museum', 'museums', 'technology', 'digital', 'hes', 'century', 'printing']","Let's begin this look at museums in the 21st century by beaming back... to 20th century Amsterdam.
A 1952 audio guide from the Stedelijk Museum (Loic Tallon/Flickr)Fast forward to today, and new digital technologies are changing the museum world: mobile apps, QR codes, beacons, 3-D printers, tablets.
To illustrate the tension, he devised a goofy skit for a museum technology conference.
Ha ha, ha ha, hee hee, ho ho!""
It seems everyone in the 21st century museum world wants that, they just have different ideas about how we can get there.",1778,/Arts & Entertainment/Visual Art & Design,0.829999983,/Reference/Libraries & Museums,0.610000014,,Arts & Entertainment
Bring a little art and history to your virtual world!,,"['Cathy Hellier', 'Jan Gilliam', 'Valerie Eppolito', 'Jessica Fisher', 'Minute Read']",https://www.colonialwilliamsburg.org/learn/living-history/bring-little-art-and-history-your-virtual-world/,"['williamsburgs', 'custom', 'virtual', 'walls', 'portrait', 'washington', 'wall', 'art', 'museums', 'world', 'wallpaper', 'history', 'bring', 'little', 'willson']","Use these QR codes and ID numbers to install highlights from the Art Museums’ collection including Charles Willson Peale's portrait of George Washington, the renowned folk painting Baby in a Red Chair, or an adorable image of Prince the Dog.
Want to cover your walls in historic wallpaper from the Thomas Everard House?
You can even hang a portrait of Queen Elizabeth I on your wall and then dress like her!
Have we inspired you to make your own custom artwork and outfits?
Head over to the Art Museums of Colonial Williamsburg’s eMuseum site for more ideas to decorate your home.",121,/Reference/Libraries & Museums/Museums,0.560000002,/Travel/Tourist Destinations,0.5,,Reference
What is a QR Code: A Beginner's Guide by Scanova,,[],https://scanova.io/blog/what-is-a-qr-code/,"['barcodes', 'guide', 'need', 'codes', 'data', 'beginners', 'qr', 'response', 'scanning', 'scanova', 'code', 'target', 'quick']","Dynamic QR CodeA Dynamic QR Code is a better way of encoding URLs in a QR Code.
Which QR Code generator will suit your needs the bestA simple Google search on ‘QR Code generator’ will give you pages of results.
One-by-one using an online QR Code GeneratorThere are many online QR Code generators such as Scanova, that help you create a Quick Response Code.
The illustration below depicts how a QR Code scanner decodes a QR Code:Here’s a detailed guide on how QR Codes work.
To accommodate an image in the center, QR Code Generation tools introduce ‘damage’ by removing some square modules from the center of the QR Code.",1944,/Business & Industrial,0.620000005,,,,Business & Industrial
How QR Codes Work and Why They Suck So Hard,,[],https://gizmodo.com/how-qr-codes-work-and-why-they-suck-so-hard-5969312,"['arent', 'codes', 'data', 'used', 'way', 'qr', 'image', 'suck', 'hard', 'work', 'code', 'app', 'information']","QR codes are a technology that desperately wants our attention.
QR codes, on the other hand, can not only hold 100 times more data than 1D barcodes—they can also be digitally scanned.
QR codes have long since expanded their usefulness beyond the automotive industry.
The rate of QR codes in magazine ads rose by five percent last year—from 3.6 to 8.4 percent, according to marketing firm Nellymoser.
You can find QR codes in stores, billboards, subway ads, posters, and magazines.",1126,,,,,,
Guide to QR Codes for Print & How They Work,,['Shaun Pagin'],https://www.fastprint.co.uk/blog/quick-response-codes-what-are-they-and-how-do-they-work.html,"['guide', 'print', 'smartphone', 'codes', 'used', 'scanner', 'qr', 'work', 'code', 'youll', 'information', 'look', 'able']","We find ourselves regularly being asked what a QR code looks like, what they do and how they work.
An explanation of each area is below:Blue: The three squares in the corners of the QR code that have been highlighted blue will be present on every QR code you come across.
When a QR scanner is scanning a QR code, it actually scans these modules independently.
It allows QR codes to be scanned even if a certain amount of the QR code is covered up or blocked.
It's usually a good idea to leave this to an experienced graphic designer with knowledge of QR codes if possible.",2088,/Business & Industrial,0.699999988,,,,Business & Industrial
How QR Codes Work and Their History,2020-01-01 13:36:00+00:00,"['Adriana Stein', 'Adriana Stein Is A Freelance Content Writer For Egoditor Gmbh', 'Is Originally Oregon', 'Usa. She Is Now Based In Hamburg', 'Germany', 'Specializes In Creating', 'Managing Seo', 'Content Marketing Strategies For Businesses Across A Variety Of Industries. Feel Free To Connect With Her On Linkedin']",https://www.qr-code-generator.com/blog/how-qr-codes-work-and-their-history/,"['barcodes', 'codes', 'used', 'shape', 'business', 'way', 'qr', 'history', 'work', 'uses', 'code', 'information']","Before we delve into the history of a QR Code, let’s make sure it’s clear what a QR Code is.
QR Codes vs BarcodesWhile QR Codes and Barcodes are similar in practice, QR Codes contain more information because they have the ability to hold information both horizontally and vertically.
The history of QR CodesLife before Barcodes and QR CodesLike the development of many technologies, QR Codes were created out of necessity.
QR Codes in businessExample of QR Codes on business cardsOne of their most popular uses is QR Codes for business cards.
QR Codes for personal useAdd QR Code on invitation cardsSay you want to plan a large event.",1602,/Business & Industrial/Retail Trade,0.550000012,,,,Business & Industrial
Quick Response codes,,[],https://www.fuud.me/qr-codes/,"['simple', 'codes', 'using', 'trend', 'qr', 'western', 'response', 'code', 'smartphones', 'stores', 'scan', 'quick']","In China, everything is all about the QR codes.
Wherever you go, China’s stores and places have QR codes, that you can scan in 3 seconds.
Instead of paying with credit card or cash, people are using QR code scanning to pay for their goods.
With this increasing development of QR codes in Asia, western people are more likely to develop smartphone’s function towards this trend.
For example Apple’s iOS 11 makes it possible to scan a QR code with the camera app.",93,/Internet & Telecom,0.629999995,,,,Internet & Telecom
QR Code History: Story of evolution of the very popular 2D Barcode,7/26/16 0:00,"['View Archive', 'Zara Rizwan']",https://scanova.io/blog/blog/2016/07/26/qr-code-history/,"['marketing', 'barcodes', 'store', 'codes', 'barcode', '2d', 'popular', 'qr', 'wave', 'evolution', 'history', 'code', 'characters']","Soon QR Code, Aztec Code, DataMatrix, Nex Code, and many other 2D Barcodes entered the market.
It was Masahiro Hara from Denso Wave who developed the Quick Response Code or QR Code.
Smaller Size: For the same data, a QR Code takes up lesser space compared to a Barcodec. Orientation: A QR Code is scannable from any angled. Encoding: QR Codes can encode numeric, alphanumeric, binary, and Kanji characterse. Error Correction: QR Codes remain scannable despite wear and tear (upto 30%)Future of BarcodingThe good news is that it is possible to design QR Codes, without affecting scannability.
QR Code AlternativesRiding on the popularity of QR Codes, Denso Wave has now developed advanced versions.
There are Micro QR Code, iQR Code, SQRC, and Frame QR.",777,/Business & Industrial/Business Services,0.560000002,,,,Business & Industrial
Image Recognition Technology Use in Museums — AMT Lab @ CMU,,['Luna Hu'],https://amt-lab.org/blog/2020/1/image-recognition-technology-in-museums,"['tools', 'amt', 'barnes', 'visitors', 'museums', 'image', 'technology', 'museum', 'recognition', 'lab', 'digital', 'work', 'information', 'cmu']","Pros and ConsThere are various pros and cons regarding the usage of image recognition tools in the museum.
Thirdly, it can help the organization engage and educate the audience by inspiring them to explore the exhibition with the image recognition tool.
Nevertheless, image recognition tools are all based upon digital devices, and the usage of electronics, especially mobiles, in museums is a controversial issue.
It will be interesting to see what the future of image recognition tools will be like in museum settings.
“Image Recognition App Scans Paintings to Act like Shazam for Art.” New Scientist, March 3, 2017. https://www.newscientist.com/article/2123373-image-recognition-app-scans-paintings-to-act-like-shazam-for-art/.",640,/Arts & Entertainment,0.75999999,/Reference/Libraries & Museums,0.629999995,,Arts & Entertainment
